pubmed_id,findings
pmc4711683,"a study on the pathology of cytokine storm in severe influenza found that an enhanced broad immune response can sometimes worsen the outcome of disease. this suggests that immunomodulatory strategies and novel approaches in targeting the host's response to severe influenza may be beneficial. intravenous immunoglobulin therapy, using concentrated globulin preparations from pooled human plasma, was found to reduce inflammation caused by the influenza virus. this therapy may potentially be effective in treating severe influenza infections. a study on herbs used in treating severe influenza found that extracts from jiawei-yupingfeng-tang, a traditional chinese herbal formula, can alleviate influenza-induced lung lesions with both antiviral and immunomodulatory activity. a meta-analysis showed that ccr inhibitor-treated mice had a significant increase in survival after being infected with influenza. this suggests that some inhibitors of interferon γ signaling, such as suppressors of cytokine signaling, may be effective treatments for infection with severe influenza. a study on the use of statins, competitive inhibitors of the enzyme 3-hydroxy-3-methylglutaryl coenzyme a  hmg-coa , found that post-treatment with statins-reduced mortality, lung lesion formation, and viral-induced inflammation by modulating the expression of pro-inflammatory cytokines in influenza-infected mice. this suggests that statins may potentially be effective treatments for infection with severe influenza."
pmc4199249,"in children with acute respiratory illness, multiplex pcr is a more sensitive diagnostic tool for confirming respiratory syncytial virus  rsv  than rapid antigen testing. however, in cases where rapid antigen testing is negative, multiplex pcr should be considered to rule out superinfection with other respiratory viruses, such as human metapneumovirus  hmpv  and parainfluenza virus  piv . persistent nucleic acids of respiratory viruses, such as bocavirus, adenovirus, and rhinovirus, can be confirmed in respiratory specimens, even in asymptomatic children. however, the clinical significance of these findings is unclear, as high concentrations of viral nucleic acids in respiratory specimens are associated with symptoms. rsv is the most common respiratory pathogen, accounting for 55% of respiratory tract infections in children. antibiotic usage was not significantly reduced in a study that used pcr diagnostics for 17 different pathogens in children with respiratory tract symptoms. pcr diagnostics for multiplex respiratory viral testing can provide information about virus concentration, which is important, especially in small children, as they contract multiple infections in one winter season, some of which will have a short latency period between episodes of illness. the confirmation of rsv, hmpv, and piv in children with respiratory tract symptoms did not show any reduction in antibiotic consumption or costs in a study that used pcr diagnostics for respiratory viral testing. however, the study dates back to 2005, and the costs of pcr diagnostics have been notably reduced since then."
pmc4805813,"respiratory viruses were detected in 34% of asthma patients experiencing an acute exacerbation, indicating that respiratory viruses are involved in the acute exacerbation of asthma. patients infected with respiratory viruses had more prominent and persistent cough symptoms, suggesting that respiratory viruses are involved in the acute exacerbation of asthma. smoking and lack of inhaled corticosteroid  ics  maintenance therapy were identified as important risk factors for respiratory viral infections in asthma patients. the prevalence of respiratory viral infection as a cause of acute exacerbation of asthma in the local area of guangzhou, china, was similar to previous reports in other regions. the study found no significant differences between the viral-positive and viral-negative asthma exacerbation subgroups in overall asthma severity, cat score, or respiratory symptoms at the first visit during acute exacerbation, but further investigations on the potential role of respiratory viral infection on severe asthma exacerbations and on asthma in children or in the elderly are still needed."
pmc5764041,"the study shows that the vaccination regimen for prrsv, mycoplasma hyopneumoniae  mhp , and porcine circovirus type 2  pcv2  is effective in controlling triple challenge in pigs based on clinical, microbiological, immunological, and pathological evaluation. the vaccinated pigs showed significantly lower clinical scores, microscopic lesion scores, and prrsv, mhp, and pcv2 antigen levels in their lungs and lymph nodes compared to unvaccinated challenged pigs. the study also evaluated the effects of different vaccination strategies, including the administration of a mixture of ingelvac circoflex and mycoflex vaccines, which allowed for the comparison of the effects of different vaccination strategies under the same experimental conditions. the study found that vaccination with mycoplasma and pcv2 vaccine in vaccinated pigs induces a stronger cellular immune response as measured by frequency of mhp- and pcv2-specific ifn-γ-sc compared to pigs vaccinated with other vaccines in bi-vac/ch group. the study provides new options in controlling prdc through concurrent administration of single-dose of prrsv, mhp, and pcv2 vaccines, as it was the first comparative experimental study for the triple vaccination of pigs with prrsv, mhp, and pcv2."
pmc6977179,"previous studies have shown that camels, specifically dromedaries, are the primary reservoir for middle east respiratory syndrome  mers  coronavirus  mers-cov . however, a recent study found that bactrian camels, a different species of camel, can also be infected with mers-cov when exposed to the virus through intranasal inoculation. in this study, antibodies against mers-cov were detected in both bactrian and hybrid camels from dubai, where dromedaries are also present, using a spike  s  protein-based enzyme-linked immunosorbent assay  elisa  and a neutralization antibody test. the study found that 41% of the bactrian camels and 55% of the hybrid camels were seropositive for mers-cov, suggesting that these camels may have acquired the virus through contact with mers-cov-infected dromedaries. the study also found a strong correlation between the antibody levels detected by elisa and neutralizing antibody titers, indicating that the tests used in this study accurately measured the presence and level of mers-cov antibodies in the camel sera. the study's findings suggest that both bactrian and hybrid camels, in addition to dromedaries, may serve as potential sources of mers-cov transmission to humans. therefore, it may be necessary to immunize all three species of camels to reduce the risk of mers-cov transmission to humans. the study's results also suggest that bactrian camels, which were previously thought to not be a reservoir for mers-cov, may be another possible source of the virus, as mers-cov antibodies were detected in camels from a private collection in dubai, where dromedaries are also present. however, in all previous studies that investigated mers-cov in bactrian camels, none of the camels had detectable mers-cov antibodies, and these camels were kept in regions where dromedaries were not present."
pmc4887897,"the study describes the successful establishment and application of a real-time loop-mediated isothermal amplification system for the detection of cyp2c19 polymorphisms, which is a rapid, feasible, and cost-effective point-of-care nucleic acid amplification technology. the study demonstrates the high sensitivity and accuracy of the rt-lamp method for detection of human genomic dna, as evidenced by its ability to quantitatively detect trace amounts of target dna sequences in a single step, as well as its high specificity and efficiency in suppressing non-specific amplification. the study presents a new rt-lamp protocol for the detection of cyp2c19 snps, which is optimized for real-time fluorescence detection and is applicable to a variety of dna targets. the study highlights the feasibility and clinical applicability of rt-lamp in detecting polymorphisms in human genomic dna, as demonstrated by its successful application to 100 peripheral blood samples, as well as its ability to detect trace amounts of target dna sequences in a single step. the study provides a new rt-lamp protocol for the detection of cyp2c19 polymorphisms, which is optimized for real-time fluorescence detection and is applicable to a variety of dna targets, while also presenting a new rt-lamp reaction system with a high specificity and efficiency in suppressing non-specific amplification."
pmc3389303,"pi4k enzymes and their product lipid, phosphatidylinositol 4-phosphate  ptdins4p , play a crucial role in the replication of multiple different rna viruses, including picornaviruses, hepatitis c virus  hcv , and dengue virus. ptdins4p lipids are required for viral rna synthesis and serve as a panviral target for antiviral therapy, as they are produced by viruses during replication and are essential for their propagation. viruses hijack the host cell's ptdins4p lipid biosynthetic machinery by interacting with and recruiting host proteins, such as the acetyl-coa carboxylase 3  acc3  protein, which is involved in viral replication and is recruited by viruses through their 3a proteins. inhibition of ptdins4p lipid production or disruption of the interaction between viral proteins and ptdins4p lipids can effectively inhibit viral replication, as shown in studies using picornaviruses and hepatitis c virus. understanding the roles of ptdins4p lipids in viral replication may also shed light on their functions in eukaryotic and prokaryotic rna metabolism, as these lipids are involved in the regulation of viral rna synthesis and may contribute to the maintenance of homeostasis in host cells."
pmc6264369,"patchouli alcohol, a natural compound found in the leaves of the plant piper methysticum  pepppermint , displays significant inhibition against the influenza a virus h2n2 subtype, both in vitro and in vivo studies. this anti-influenza activity is mediated via interference with the neuraminidase  na  function that cleaves the α-glycosidic bond between sialic acid and glycoconjugate. patchouli alcohol exhibits anti-influenza a virus h2n2 subtype activity through inhibition of virus replication, as well as through reduction of mortality and weight loss in a mouse model. computational studies reveal that the interaction energy between patchouli alcohol and the respective residues at the na active site is a significant finding in the study of the anti-influenza a virus h2n2 subtype. further mechanistic studies are needed to support the potential use of patchouli alcohol in the treatment of influenza a virus infectious disease."
pmc4589665,"a new approach for assembly and linkage of viral genomes from metagenomes has been developed, which overcomes challenges associated with low similarity to viral sequences in databases, uneven coverage of target genomes, and intrapopulation diversity or sequencing errors leading to incomplete contigs. this approach consists of four steps  assembly, identification, linkage, and finalizing. the assembly step involves selecting an assembler suited for the sequencing technique and read length, and making use of paired-end information to combine assemblies or assemblers to increase the length of contigs. the identification step involves using motif search to detect conserved regions and remote homology detection methods to link fragments. the finalizing step involves determining the order of fragments by generating overlaps between contigs, and editing contig ends to improve wrong assemblies and facilitate subsequent gap closing with a different assembler. the success of assembly and linkage depends on the presence of sufficient sequencing data of the target genome, the quality of sample preparation and sequencing protocols, and the selection of an appropriate assembler and motif search methods. successful assembly and linkage require long contigs  >1 kb  produced by the assembly, as motif search and coverage and k-mer profile analysis perform better on long fragments due to the noise associated with the high numbers of features in case of k-mers or introduced by uneven coverage. to effectively use k-mer profiles, coverage profile binning, and motif search to link fragments, it is advisable to apply these methods only to well-assembled, long fragments. the development of efficient and dedicated metagenome assemblers that consider the characteristics of viromes and viral genomes is needed to directly recover full-length viral genomes from metagenomes. the approach has been successfully applied to recover full-length viral genomes from metagenomes, such as the complete genome of the gram-negative bacterium rickettsia prowazekii, which had an unresolvable 5' end. however, in some cases, even with sufficient sequencing data and coverage, viral genomes cannot be completely resolved in silico due to fragmentation of the rna in the original tissue,"
pmc6509364,"the study found that correctional institutions had the highest diagnosis rate and or of latent tuberculosis  ltbi  among contacts, but a lower treatment completion rate compared to schools. this highlights the need to establish a system for post-discharge control and continuous treatment for ltbi patients in correctional institutions, as well as in social welfare facilities and workplaces, particularly for individuals aged 35 years or older. the study identified that, unlike active tuberculosis  tb  patients, patients with ltbi have not been included in the target population for directly observed treatment  dot  or tuberculosis  tb  public-private mix model  ppm  recommended by the world health organization  who . this suggests the need to extend dot to include patients with ltbi to improve the completion rate of ltbi treatment. the study found that the general workplace had lower treatment initiation and completion rates of ltbi, which could be attributed to the unclear guidelines for the management of infected individuals in the workplace congregated settings. this highlights the need for a system to monitor and manage the treatment process in patients with ltbi aged 35 years or older in workplaces. the study found that, unlike the case of active tb patients, the completion rate of ltbi treatment was lower in individuals aged 35 years or older, and efforts should be made to enhance the early detection of the first patients with tb in this population. the study found that, unlike the case of active tb patients, patients with ltbi have not been included in the target population for information transfer about ltbi patients to the corresponding community health centers after discharge from congregated settings, which could lead to a lower treatment completion rate in patients with ltbi. this highlights the need to establish a system to transfer information about ltbi patients to the corresponding community health centers after discharge from congregated settings to raise the treatment completion rate in patients with ltbi."
pmc6668643,"the case presents a patient with predominantly articular systemic lupus erythematosus  sle  manifestations who develops pleuropericarditis that remains refractory to treatment with immunosuppressants and corticosteroids. belimumab, a monoclonal antibody against b lymphocyte stimulator, is introduced as a first biological treatment option for sle with pleuropericarditis, resulting in the resolution of serositis and improvement of sle markers. the patient's sle disease activity index score decreases, and corticosteroid intake is reduced, suggesting that belimumab acts as a corticosteroid-sparing agent. the case highlights the need for further studies to confirm the effectiveness of belimumab in controlling sle activity and reducing corticosteroid intake. the case presents predictors of response to belimumab, including active sle disease, musculoskeletal and/or mucocutaneous manifestations, active serology, disproportionate corticosteroid intake, and a relapsing–remitting course."
pmc2958208,"in a study evaluating the pathogenesis of four different strains of swine-origin h1n1 influenza viruses in cynomolgus macaques, the severity of radiographic lesions ranged from mild in macaques infected with the circulating a/kawasaki/utah4/2009 virus to severe in those infected with the a/mexico/indre4487/2009 and a/california/4/2009 viruses. the study found that interstitial infiltration was present in 16% of macaques infected with the circulating a/kawasaki/utah4/2009 virus, 67% in each group of macaques infected with the a/mexico/indre4487/2009 and a/swine/mexico4108/2009 viruses, and 89% in macaques infected with the a/california/4/2009 virus. the study also demonstrated that macaques infected with the a/california/4/2009 virus had the highest average radiographic score at all time points, with the onset of radiographic changes occurring on day 1 and peak severity on day 8 after infection, followed by a trend of decreasing radiographic scores to day 14 after infection. the study found that both the a/mexico/indre4487/2009 and a/swine/mexico4108/2009 viruses led to detectable radiographic changes on day 1 after infection, with similar patterns of radiographic changes, and differences between the two viruses were not statistically significant. the study showed that time-course thoracic radiographs have scientific value as a noninvasive refinement methodology for evaluating the pathogenesis of emerging respiratory pathogens, as they allowed for the characterization of the onset of disease, peak severity, and partial to complete resolution of radiographic changes, as well as correlations to clinical presentations."
pmc4409105,"the study found that fgfr1 silencing by sirna significantly increased iav replication, while lentivirus-mediated fgfr1 overexpression effectively reduced iav replication, indicating that fgfr1 plays a suppressive role in iav pr8 and h5n1 replication. the study showed that fgfr1 knockdown notably elevated virus entry efficiency during the early stages of iav infection, and further demonstrated that fgfr1 could inhibit virus internalization, which indicated that host cells may have evolved a specific strategy of utilizing plasma membrane as a barrier to block influenza virus entry. the study found that both fgfr1 protein expression and kinase phosphorylation levels were downregulated by iav infection, which may be related to the pathogenesis of influenza virus-induced disease. the study revealed that the inhibition of fgfr1 phosphorylation with a selective inhibitor pd173074 enhanced iav replication, indicating that fgfr1 suppressed iav replication probably by inhibiting viral internalization, but it remains unclear whether fgfr1 was implicated in other steps of the iav life cycle. the study showed that fgfr4 knockdown had no significant effect on inhibiting pr8 and h5n1 virus replication, while fgfr1 not fgfr4 remarkably suppressed pr8 and h5n1 virus replication, suggesting that fgfr1, not fgfr4, plays a role in inhibiting iav replication."
pmc3185548,"mucosal immunity plays a critical role in protecting against mucosally transmitted pathogens, including hiv-1. mucosal immunity is characterized by the presence of antigen-specific memory t cells and antibodies at mucosal surfaces. mucosal immunity is associated with the induction of broadly neutralizing antibodies against hiv-1 envelope glycoproteins. mucosal immunity is associated with the presence of polyfunctional cd4+ t cells that produce multiple cytokines and chemokines. mucosal immunity is associated with the presence of cd8+ t cells that can directly kill hiv-1-infected cells."
pmc5156671,"the study identified three first-order lineages, seven second-order divisions, 13 third-order divisions, and eight fourth-order divisions in a data set comprising 7,070 h1 ha swine iav sequences from 2010 to the present. the study developed a classification tool based on a bifurcating scaffold phylogenetic tree to assign a query sequence to a branch in the tree and assign a clade to the query based on the clades represented in the local neighborhood of its placement. the study restricted comments on abundance and geographical dispersion to sequences from 2010 to the present because sequences from the 1900s and early 2000s were not representative of the relative abundance of different swine iav clades. the study found that viruses assigned “-like” classifications were often transitional, occurring prior to or during the emergence of a new clade that successfully expands onward. the study noted that the data to date have been implemented successfully to classify avian ha/h5 sequences, distinguish new pandemic 2009 h1 viruses from earlier seasonal h1 viruses in humans and other hosts, and classify u.s. swine h1 ha phylogenetic clades. these findings provide important insights into the evolution and classification of swine iav h1 ha viruses."
pmc4280171,"the study identified five new chemical entities, compounds 6, 7, 9, and 13, as potential therapeutics for treating inflammation-related illnesses. these compounds were found to have high inhibitory activity against phosphodiesterase 4  pde4 , a key enzyme involved in the regulation of intracellular calcium signaling and inflammation. compounds 6 and 7 showed potent inhibitory activity against pde4 in vitro assays, with ic50 values ranging from 0.001 to 10 µm. these compounds also demonstrated high selectivity for pde4 over other pde enzymes, with ic50 values for pde3, pde5, and pde6 being greater than 100 µm. in sepsis and lps-induced acute lung injury models, compounds 6, 7, 9, and 13 significantly reduced the release of pro-inflammatory cytokines, such as tnf-α and il-6. these compounds also showed high efficacy in raw 264.7 cells and primary human macrophages  pbmcs , with ic50 values ranging from 0.001 to 10 µm. in a h1n1 influenza virus-induced pneumonia model, compounds 6, 7, 9, and 13 significantly reduced the release of pro-inflammatory cytokines, such as tnf-α and il-6. these compounds also showed high efficacy in raw 264.7 cells and primary human macrophages  pbmcs , with ic50 values ranging from 0.001 to 10 µm. in vitro assays using purified human recombinant pde4a4 showed that compounds 6, 7, 9, and 13 significantly reduced pde4 activity, with ic50 values ranging from 0.001 to 10 µm. these compounds also showed high selectivity for pde4 over other pde enzymes, with ic50 values for pde3, pde5,"
pmc1069551,"during coronavirus-induced encephalitis, the expression of mmp-3, mmp-12, and timp-1 mrnas is restricted to a subset of cns resident cells, including astrocytes and microglia, as well as infiltrating cd4+ t cells, which are localized within the perivascular and subarachnoid spaces. this finding contrasts with the expression of mmp-3, mmp-9, and mmp-12 mrnas in multiple cell types during eae, suggesting a correlation between cns inflammation and mmp expression. the expression of mmp-3, mmp-12, and timp-1 mrnas during coronavirus-induced encephalitis is associated with a differential trafficking of t cells within the cns, with cd4+ t cells being localized within the perivascular and subarachnoid spaces, and cd8+ t cells being found within the cns parenchyma. the expression of timp-1 by cd4+ t cells implies an additional regulatory role for timps in preventing or delaying access to the cns parenchyma, which may contribute to controlling viral pathogenesis of the cns. inflammatory cells, including neutrophils and cd4+ t cells, are recruited into the cns during coronavirus-induced encephalitis, leading to increased expression of mmp-3, mmp-12, and timp-1 mrnas. however, during eae, the expression of mmp-3, mmp-9, and mmp-12 mrnas is associated with the expression of multiple cytokines and chemokines, including ifn-β, which acts synergistically with other cytokines to increase timp-1 mrna while repressing timp-3 expression in brain microvascular cells. the expression of mmp-3, mmp-12, and timp-1 mrnas during coronavirus-induced encephalitis is associated with a correlation between cns inflammation and mmp expression. this finding contrasts with the expression of mmp-3, mmp-9, and m"
pmc4810350,"the patient presented with renal involvement in middle east respiratory syndrome coronavirus  mers-cov  infection, as evidenced by proteinuria and acute tubulointerstitial nephritis in kidney tissue biopsy. viral particles in kidney tissue biopsy were not detected, but viral antigen was identified in glomerular macrophages in kidney tissue biopsy. the patient developed persistent proteinuria 8 weeks after the onset of symptoms, and urinary polymerase chain reaction for mers-cov was positive 6 weeks after the onset of symptoms. direct renal involvement by mers-cov still could not be ruled out, as the relationship between the virus renal tropism and physiopathology of renal injury remains unclear. the mean time for acute kidney injury occurrence was 16 days from the onset of mers-cov infection, and the mean urinary polymerase chain reaction for mers-cov was positive approximately 4 weeks after the onset of infection."
pmc2072959,"the accuracy of nimblegen's microarray-based cgs resequencing technology for detecting single nucleotide polymorphisms  snps  is high, with a false positive rate of one per 244,193 base pairs. the false positive rate for non-called regions of interest  rois  is also high, with a false positive rate of one per 309,312 base pairs. the study identified 10 mutations, including 2 snps, 7 is-element insertions, and 1 deletion, that accumulated in strain w3110 after kohara et al. generated the lambda library. the study found that cgs has difficulty detecting insertions and inversions, particularly in regions with high local secondary structure and repeated sequences. the study recommends resequencing multiple replicates from the same experimental setup and screening genes containing mutations in other replicates to avoid false negatives."
pmc3871419,"the mers-cov rt-rpa assay developed by the authors has a sensitivity of 101 rna molecules detected, which is similar to the sensitivity of the nc real-time rt-pcr assay at 101 rna molecules. the mers-cov rt-rpa assay has a faster run time compared to the nc real-time rt-pcr assay, with a maximum run time of 7 minutes versus up to 2 hours for the rt-pcr. the mers-cov rt-rpa assay is specific for mers-cov and does not cross-react with other viruses causing similar clinical symptoms, as tested on a variety of coronaviruses and respiratory viruses listed in the text. the mers-cov rt-rpa assay has a limit of detection at 95% probability  21 rna molecules  as determined by probit regression analysis. the mers-cov rt-rpa assay has a lower detection limit compared to the nc real-time rt-pcr assay and the orf1a 3 and nc real-time rt-pcr assays, as it can detect down to a dilution of 10-5, corresponding to 7.5 genome equivalents/reaction."
pmc1603565,"the common marmoset  c. jacchus  is a small new world nonhuman primate that is susceptible to sars-cov infection and develops pulmonary pathology primarily characterized by a multifocal interstitial pneumonitis with multinucleated syncytial cells and accompanied by a lymphocytic bronchiolitis at early time points. viral replication has been demonstrated in pulmonary tissue through immunohistochemistry, and viral rna has been detected in lung tissue samples from all six animals in experiment 2, with concentrations ranging from undetectable  detection threshold values ranging from 2500 to 17,000 copies/g of tissue  to more than 70 times 106 copies/g of tissue  day 4 . the common marmoset model for sars-cov infection shares features with sars in humans, including elevations of liver enzymes and hepatic lesions in 11 of 12 animals after inoculation, and a rapid appearance of a random multifocal interstitial hepatitis in infected marmosets. the common marmoset is particularly well suited for defining immunological correlates of disease, as it is susceptible to sars-cov infection and develops disease that shares features with sars in humans, and additional studies are necessary to understand the complete disease course and its manifestations. the common marmoset will serve as a useful surrogate system for assessing treatment efficacy, as critical host determinants of pathogenesis are defined in this animal model, and their relevance to human disease may be better defined as promising preliminary data are reported."
pmc2978189,"in australia, the country has implemented legislation to mandate a more comprehensive surveillance system at the federal level, similar to what canada is doing, but it has not yet been implemented. this proposal includes passing new legislation giving the federal government the necessary power during a public health emergency or declared pheic to do what is necessary to control its spread. in canada, the country is considering whether the legislation it has already put in place, which has no legal obligations for states, provides for the necessary surveillance and capacity to fully implement the ihr  2005  requirements successfully. in germany, the country has implemented legislation to create a federal model for surveillance and reporting through regulation, but it has not yet been implemented. this proposal includes expanding the federal authority that already exists in the case of a public health emergency or declared pheic to do what is necessary to control its spread. in india, the country is currently proposing a coordinated federal response only in the case of a declared or potential pheic, which would include passing new legislation giving the federal government the necessary power during a public health emergency or declared pheic to do what is necessary to control its spread. in the united states, the government is considering whether there is a legal way to mandate state reporting, as the federal government does not have the necessary authority to detect and assess a potential pheic at the local level because it lacks the clear legal jurisdiction over states in the same way that it does in other federalist countries. in australia, the country has implemented legislation to mandate a more comprehensive surveillance system at the federal level, but it has not yet been implemented due to challenges in implementing such systems in the context of federalism. in canada, the country is considering whether the legislation it has already put in place, which has no legal obligations for states, provides for the necessary surveillance and capacity to fully implement the ihr  2005  requirements successfully. this proposal includes expanding the federal authority that already exists in the case of a public health emergency or declared pheic to do what is necessary to control its spread. in germany, the country has implemented legislation to create a federal model for surveillance and reporting through regulation, but it has not yet been implemented due to challenges in implementing such systems in the context of federalism. this proposal includes expanding the federal authority that already exists in"
pmc5535287,"successful digital health interventions in low- and middle-income countries have gained and maintained government support through participatory approaches and community engagement.  500 words  10-20 words  in uganda, a participatory approach has enabled the digital health intervention to flourish despite resource constraints.  500 words  10-20 words  in china, a high-quality surveillance system has been built using the latest technology and a highly skilled human resource base, due to political will and recognition of past failures.  500 words  10-20 words  implementers need to focus on stakeholder perceptions, attitudes, and needs as much as on the technology itself.  500 words  10-20 words  designing interoperability into digital health systems from the outset may prove easier in the long term than attempting to achieve it at a later stage.  500 words  10-20 words "
pmc441500,"molecular phylogeny of prokaryotes initiated by carl woese using small subunit ribosomal rna sequences. ssu rrna trees have been considered standard tree of life by many biologists. controversies arise due to intensive lateral gene transfer among prokaryotes. composition vector method based on whole genome data avoids sequence alignment and provides robust phylogenetic results for 139 prokaryotic genomes. method has been applied successfully to bacteria, organelles, and a few viruses, and a composition vector tree web server is available."
pmc5502318,"the study found that il-10, a cytokine involved in suppressing protective immune responses to mycobacterium tuberculosis infection, is produced by activated effector tbet+ t cells, which are the critical source of il-10 and account for increased susceptibility to m. tuberculosis infection. the study also revealed that il-10 production in t cells during m. tuberculosis infection is regulated by both interleukin-27  il-27  and type i interferon  ifn  signaling, with il-27 and ifn signaling increasing il-10 expression in t cells early during m. tuberculosis infection. the study showed that neutrophils, macrophages, dendritic cells  dcs , b cells, and t cells express il-10 during m. tuberculosis infection, with t cells being the critical source of il-10 contributing to increased host susceptibility to m. tuberculosis infection. the study found that il-10 production by t cells during m. tuberculosis infection is regulated by both il-27 and type i ifn signaling, with il-27 and ifn signaling increasing il-10 expression in t cells early during m. tuberculosis infection, and that different mechanisms regulate il-10 expression in t cells at early and late times postinfection. the study demonstrated that il-10-expressing cd4+ t cells, which are the biggest population of il-10-expressing t cells throughout m. tuberculosis infection, were highly activated and produced ifn-γ after antigen restimulation, suggesting that il-10+ t cells simultaneously display effector function in addition to their regulatory activity during m. tuberculosis infection."
pmc6108254,"a study on the effect of 5 and 8 cm h2o peep levels on respiratory function in patients after heart surgery found that both levels improved pulmonary compliance and reduced the incidence of atelectasis. a clinical trial on non-hypoxic patients connected to mechanical ventilation with normal chest x-ray found that the use of peep levels of 0, 5, or 8 cm h2o had no effect on the incidence of atelectasis. a study on the effect of peep on respiratory function after heart surgery in three groups  0, 5, or 10 cm h2o peep  found that the levels of 5 to 8 cm h2o peep improved hypoxia and reduced the incidence rate of ventilator-associated pneumonia in the patients. a study on patients after coronary artery bypass graft surgery found that the use of peep levels over 10 cm h2o peep increased ventilation duration. the present study found that the use of 10 cm h2o peep as a preventive measure had a significant impact in decreasing the incidence of atelectasis and reducing the duration of intubation in the icu in the early period after heart surgery."
pmc2566878,"the study compared the predictions of knotinframe, a new and efficient tool for the automated detection of ribosomal −1 frameshift events, to the predictions of a previous approach by jacobs et al. in a comparison of 167 strong candidates, only 13 were supported by both methods. the reasons for this include differences in the structure prediction methods and the criteria used for ranking, with knotinframe using normalized dominance, whereas jacobs et al. used z-scores and free energy for ranking. the study found that knotinframe outperformed previous approaches in terms of compute resources, allowing the systematic annotation of available genome sequences. with a complete genome sequence of 8.76 mb, the whole computation, including 43841 observed slippery sites, could be performed in approximately 4.5 cpu hours, which is a significant improvement over previous approaches. the study showed that knotinframe has a high sensitivity on annotated −1 prf events from the recode database, with a clear improvement over previous approaches in terms of accuracy. the study extended the repertoire of structural building blocks in locomotif by a pseudoknot building block, making it easy for workers in the field to construct their own pipelines, similar to knotinframe, for rna motifs of moderate size, with and without pseudoknots. the study showed that the real genome sequences used in the evaluation contain more slippery sites than expected, with the first filter  isf  discarding approximately 42% of slippery sites for the recode test set, before the expensive folding step and run time decreased. the study showed that the normalized dominance, used by knotinframe, is better suited for the task of discriminating true −1 prf signals from random ones, compared to the z-score used by jacobs et al. the normalized dominance makes an exact statement of how likely a given sequence folds into a frameshift-inducing structure and not into an alternative one, against its present competitors, which are those that exist in the folding space of the given rna sequence, rather than against those that might exist in the past/future of a mutated sequence."
pmc6238075,"in the context of the global health community, a major challenge is addressing vaccine-preventable diseases in the context of declining vaccination coverage in 25 countries between 2010 and 2015. in the context of vaccine manufacturing and supply chain, innovative solutions are required to overcome challenges in the areas of vaccine quality, safety, and efficacy, as well as in vaccine delivery and administration or protection level and duration. in the context of vaccine regulatory requirements, global harmonization of standards for vaccine quality, safety, and efficacy is essential, as well as the implementation of weight, volume, and local production criteria, and the introduction of electronic tendering processes. in the context of vaccine technology platforms, flexible manufacturing capabilities for clinical-grade material in 3-4 months, as well as multiplexed immunoassay technologies, are required to accelerate vaccine development through reduced serum requirements, high analytical throughput, and standardized procedures. in the context of vaccine delivery and administration, innovative solutions are necessary to reduce vaccine storage, transportation, and waste management costs, such as the use of novel nanoparticle technology platforms based on baculovirus and sf9 cells expressing recombinant, properly folded, functional antigens, as well as the use of lyophilized vaccine presentations that reduce package volume and shipping weight by over 50%."
pmc6505806,"in this study, 26 cases of feline infectious peritonitis  fip  with neurologic signs were investigated, and gross neuropathologic changes were observed in 58% of the cases. hydrocephalus, a secondary neurologic disease, was the most common gross change, occurring in 38% of the cases. the overall neurohistopathological changes in fip-affected cats were similar among the cases, but the distribution of these changes varied considerably, regardless of the type of inflammation and the presence or absence of lesions in other organs. three distinct distributions of neurohistopathological changes were observed  periventricular encephalitis, rhombencephalitis, and diffuse leptomeningitis with superficial encephalitis. the histologic changes in the brain of fip-affected cats were not always reflective of the typical pyogranulomatous pattern attributed to this viral infection. the macrophage population within the lesions was not only composed of epithelioid macrophages but also non-epithelioid macrophages and foamy macrophages  gitter cells . a definitive clinical diagnosis of fip is challenging and should rely on the history and clinical pathology data, such as complete blood count, serum biochemistry profile, and effusion or cerebrospinal fluid  csf  analysis, in combination with direct or indirect viral detection. effusion and csf analysis often reveals high protein content and may provide further evidence for a clinical diagnosis of fip. however, laboratory tests have been shown to be unreliable given the frequent false-negative results. pcr is a sensitive method that can be useful for diagnostic support in cases of fip, especially in cats that have tested negative using other procedures. genomic sequencing can discriminate between the viral strains and has offered encouraging results when compared to other tests. however, as shown by the results of this study and by other investigations, fat can be useful as a quick test during or immediately after autopsy, but ihc is a much more reliable test for diagnostic confirmation, especially in cases in which neurologic involvement was confirmed, given that the viral load in brain samples of cats affected by fip has been"
pmc1287780,"the study developed a simple and economical method for monitoring circulating jembrana disease virus  jdv  using a jdvp26 antigen capture enzyme-linked immunosorbent assay  elisa , which facilitates monitoring and detection of the jdvp26 antigen during the acute phase of jembrana disease. the sensitivities of the jdvp26 capture elisa were not sufficient to detect circulating p26 prior to the acute febrile response or postrecovery, when low levels of circulating virus are thought to be present circulating in plasma. the elisa provided virus titers that were consistently higher than those reported previously by bioassays, where id50/ml results were determined by titration of the virus by using cattle as indicator hosts. the use of the elisa in indonesia allowed monitoring of the changes in circulating viral antigens during vaccination trials and supported the previous findings that jdv has a short incubation period prior to the onset of an acute disease phase, characterized by high viral titers. the dynamics of jdv infection were consistent with the dynamics of other lentivirus infections, with a detectable virus load of up to 105 viruses/ml present in the period immediately prior to the onset of the acute febrile period that developed after a short incubation period, followed by a rapid increase in circulating virus concurrent with the development of the febrile period, with very high virus titers of up to 1012 virus/ml."
